7, 1520530775.402568101, 1520530775.402786970
7, 1520530775.402662038, 1520530775.402838945
7, 1520530775.402772903, 1520530775.402920007
7, 1520530775.402875900, 1520530775.403098106
7, 1520530775.402968883, 1520530775.403161048
7, 1520530775.403059959, 1520530775.403218984
8, 1520530775.403177022, 1520530775.403366088
8, 1520530775.403285026, 1520530775.403419971
8, 1520530775.403397083, 1520530775.403604984
8, 1520530775.403482913, 1520530775.403669118
8, 1520530775.403584003, 1520530775.403712987
8, 1520530775.403676986, 1520530775.403826951
8, 1520530775.403799057, 1520530775.403907060
8, 1520530775.403865098, 1520530775.403971910
8, 1520530775.403980016, 1520530775.404073953
8, 1520530775.404048919, 1520530775.404172897
8, 1520530775.404135942, 1520530775.404249906
9, 1520530775.404217004, 1520530775.404361963
9, 1520530775.404326915, 1520530775.404561042
9, 1520530775.404443979, 1520530775.404627084
9, 1520530775.404541969, 1520530775.404720067
9, 1520530775.404633998, 1520530775.404787063
9, 1520530775.404757976, 1520530775.404870986
9, 1520530775.404846906, 1520530775.404944896
9, 1520530775.404927015, 1520530775.405050992
9, 1520530775.405016899, 1520530775.405113935
9, 1520530775.405112981, 1520530775.405227899
9, 1520530775.405210971, 1520530775.405316114
10, 1520530775.405308961, 1520530775.405436038
10, 1520530775.405426979, 1520530775.405541896
10, 1520530775.405534029, 1520530775.405646085
10, 1520530775.405622959, 1520530775.405759096
10, 1520530775.405735015, 1520530775.405821084
10, 1520530775.405798912, 1520530775.405934095
10, 1520530775.405908107, 1520530775.406038045
10, 1520530775.406017065, 1520530775.406148910
10, 1520530775.406131029, 1520530775.406224012
10, 1520530775.406218051, 1520530775.406328916
10, 1520530775.406333923, 1520530775.406431913
11, 1520530775.406419038, 1520530775.406544923
11, 1520530775.406508922, 1520530775.406621932
11, 1520530775.406583070, 1520530775.406682014
11, 1520530775.406670093, 1520530775.406805992
11, 1520530775.406773090, 1520530775.406867027
11, 1520530775.406881093, 1520530775.406982898
11, 1520530775.406965970, 1520530775.407094001
11, 1520530775.407084941, 1520530775.407200098
11, 1520530775.407185077, 1520530775.407291889
11, 1520530775.407278060, 1520530775.407392024
11, 1520530775.407383918, 1520530775.407501935
12, 1520530775.407473087, 1520530775.407608032
12, 1520530775.407584905, 1520530775.407708883
12, 1520530775.407674074, 1520530775.407769918
12, 1520530775.407782077, 1520530775.407891988
12, 1520530775.407865047, 1520530775.407973051
12, 1520530775.407958984, 1520530775.408061981
12, 1520530775.408046960, 1520530775.408164024
12, 1520530775.408135890, 1520530775.408226966
12, 1520530775.408217906, 1520530775.408329963
12, 1520530775.408325910, 1520530775.408457994
12, 1520530775.408438920, 1520530775.408556938
13, 1520530775.408555030, 1520530775.408651113
13, 1520530775.408632993, 1520530775.408741950
13, 1520530775.408752918, 1520530775.408849954
13, 1520530775.408821105, 1520530775.408926010
13, 1520530775.408921003, 1520530775.409020900
13, 1520530775.408983945, 1520530775.409116983
13, 1520530775.409080982, 1520530775.409169912
13, 1520530775.409163951, 1520530775.409264087
13, 1520530775.409267902, 1520530775.409373998
13, 1520530775.409346103, 1520530775.409462928
13, 1520530775.409440994, 1520530775.409560918
14, 1520530775.409524917, 1520530775.409647941
14, 1520530775.409614086, 1520530775.409710884
14, 1520530775.409718990, 1520530775.409847974
14, 1520530775.409825086, 1520530775.410016059
14, 1520530775.409898996, 1520530775.410079956
14, 1520530775.409981966, 1520530775.410141944
14, 1520530775.410085916, 1520530775.410191059
14, 1520530775.410164117, 1520530775.410271883
14, 1520530775.410258054, 1520530775.410367012
14, 1520530775.410346984, 1520530775.410448074
14, 1520530775.410451889, 1520530775.410554885
15, 1520530775.410536050, 1520530775.410680055
15, 1520530775.410657882, 1520530775.410753965
15, 1520530775.410742998, 1520530775.410847902
15, 1520530775.410835981, 1520530775.410940885
15, 1520530775.410923004, 1520530775.411026954
15, 1520530775.411015987, 1520530775.411137104
15, 1520530775.411123037, 1520530775.411258935
15, 1520530775.411254882, 1520530775.411350011
15, 1520530775.411336898, 1520530775.411461114
15, 1520530775.411443948, 1520530775.411554098
15, 1520530775.411533117, 1520530775.411731958
16, 1520530775.411629915, 1520530775.411736965
16, 1520530775.411699056, 1520530775.411885023
16, 1520530775.411768913, 1520530775.411945104
16, 1520530775.411869049, 1520530775.412055969
16, 1520530775.411941051, 1520530775.412117958
16, 1520530775.412050008, 1520530775.412241935
16, 1520530775.412136077, 1520530775.412297964
16, 1520530775.412225961, 1520530775.412408113
16, 1520530775.412308931, 1520530775.412472009
16, 1520530775.412420034, 1520530775.412648916
16, 1520530775.412519931, 1520530775.412817001
17, 1520530775.412623882, 1520530775.412870883
17, 1520530775.412687063, 1520530775.412934064
17, 1520530775.412796020, 1520530775.412986040
17, 1520530775.412904024, 1520530775.413093090
17, 1520530775.412969112, 1520530775.413165092
17, 1520530775.413072109, 1520530775.413256883
17, 1520530775.413146972, 1520530775.413312911
17, 1520530775.413259983, 1520530775.413439035
17, 1520530775.413355112, 1520530775.413532972
17, 1520530775.413489103, 1520530775.413698911
17, 1520530775.413620948, 1520530775.413779973
18, 1520530775.413742065, 1520530775.413913011
18, 1520530775.413873910, 1520530775.414006948
18, 1520530775.413937091, 1520530775.414118051
18, 1520530775.414082050, 1520530775.414333105
18, 1520530775.414199113, 1520530775.414386987
18, 1520530775.414328098, 1520530775.414554119
18, 1520530775.414437055, 1520530775.414602041
18, 1520530775.414522886, 1520530775.414788961
18, 1520530775.414634943, 1520530775.414876937
18, 1520530775.414747953, 1520530775.414932012
18, 1520530775.414870977, 1520530775.415093898
19, 1520530775.415004968, 1520530775.415235042
19, 1520530775.415137052, 1520530775.415385961
19, 1520530775.415277004, 1520530775.415452003
19, 1520530775.415401935, 1520530775.415664911
19, 1520530775.415508031, 1520530775.415715932
19, 1520530775.415621995, 1520530775.415812015
19, 1520530775.415810108, 1520530775.415991067
19, 1520530775.415900945, 1520530775.416105031
19, 1520530775.415997028, 1520530775.416145086
19, 1520530775.416076898, 1520530775.416265010
19, 1520530775.416241884, 1520530775.416428089
20, 1520530775.416412115, 1520530775.416623115
20, 1520530775.416526079, 1520530775.416714906
20, 1520530775.416603088, 1520530775.416754961
20, 1520530775.416738033, 1520530775.416955947
20, 1520530775.416866064, 1520530775.417094945
20, 1520530775.416996955, 1520530775.417243003
20, 1520530775.417144060, 1520530775.417439937
20, 1520530775.417232990, 1520530775.417511940
20, 1520530775.417351007, 1520530775.417567968
20, 1520530775.417489051, 1520530775.417678117
20, 1520530775.417615890, 1520530775.417814970
21, 1520530775.417793035, 1520530775.417932987
21, 1520530775.417902946, 1520530775.418059110
21, 1520530775.417984008, 1520530775.418215036
21, 1520530775.418124914, 1520530775.418292045
21, 1520530775.418209075, 1520530775.418365001
21, 1520530775.418355941, 1520530775.418564081
21, 1520530775.418488025, 1520530775.418653964
21, 1520530775.418567895, 1520530775.418828010
21, 1520530775.418735980, 1520530775.418936014
21, 1520530775.418817996, 1520530775.418987989
21, 1520530775.418961048, 1520530775.419195890
22, 1520530775.419080972, 1520530775.419302940
22, 1520530775.419194936, 1520530775.419424057
22, 1520530775.419332027, 1520530775.419584035
22, 1520530775.419470071, 1520530775.419662952
22, 1520530775.419576883, 1520530775.419801950
22, 1520530775.419699907, 1520530775.419858932
22, 1520530775.419828891, 1520530775.420003890
22, 1520530775.419984102, 1520530775.420155048
22, 1520530775.420128107, 1520530775.420305013
22, 1520530775.420285940, 1520530775.420475006
22, 1520530775.420439004, 1520530775.420650959
23, 1520530775.420552968, 1520530775.420747041
23, 1520530775.420712947, 1520530775.420892953
23, 1520530775.420830011, 1520530775.421003103
23, 1520530775.420978069, 1520530775.421195983
23, 1520530775.421112060, 1520530775.421288967
23, 1520530775.421262979, 1520530775.421437978
23, 1520530775.421442031, 1520530775.421561002
23, 1520530775.421526908, 1520530775.421704053
23, 1520530775.421642065, 1520530775.421814918
23, 1520530775.421789884, 1520530775.421966075
23, 1520530775.421942949, 1520530775.422153949
24, 1520530775.422060012, 1520530775.422266960
24, 1520530775.422180891, 1520530775.422352075
24, 1520530775.422321081, 1520530775.422533035
24, 1520530775.422437906, 1520530775.422573089
24, 1520530775.422553062, 1520530775.422713041
24, 1520530775.422652006, 1520530775.422842979
24, 1520530775.422770023, 1520530775.422990083
24, 1520530775.422913074, 1520530775.423083066
24, 1520530775.422995090, 1520530775.423156023
24, 1520530775.423121929, 1520530775.423294067
24, 1520530775.423229932, 1520530775.423384904
25, 1520530775.423386096, 1520530775.423537015
25, 1520530775.423472881, 1520530775.423621892
25, 1520530775.423616886, 1520530775.423767089
25, 1520530775.423698902, 1520530775.423849105
25, 1520530775.423774003, 1520530775.423939943
25, 1520530775.423866033, 1520530775.424084901
25, 1520530775.423990964, 1520530775.424154043
25, 1520530775.424084901, 1520530775.424216032
25, 1520530775.424185991, 1520530775.424328088
25, 1520530775.424323081, 1520530775.424454927
25, 1520530775.424417972, 1520530775.424565076
26, 1520530775.424545049, 1520530775.424698114
26, 1520530775.424664020, 1520530775.424844980
26, 1520530775.424774885, 1520530775.424906969
26, 1520530775.424876928, 1520530775.425074100
26, 1520530775.424989938, 1520530775.425162076
26, 1520530775.425124883, 1520530775.425236940
26, 1520530775.425206899, 1520530775.425354003
26, 1520530775.425323009, 1520530775.425479888
26, 1520530775.425450086, 1520530775.425607919
26, 1520530775.425568103, 1520530775.425734996
26, 1520530775.425698041, 1520530775.425834894
27, 1520530775.425818920, 1520530775.425934076
27, 1520530775.425928115, 1520530775.426047086
27, 1520530775.426023960, 1520530775.426156044
27, 1520530775.426129102, 1520530775.426274061
27, 1520530775.426244974, 1520530775.426397085
27, 1520530775.426367998, 1520530775.426561117
27, 1520530775.426476001, 1520530775.426600933
27, 1520530775.426573038, 1520530775.426780939
27, 1520530775.426664113, 1520530775.426831960
27, 1520530775.426795959, 1520530775.426956892
27, 1520530775.426876068, 1520530775.427048921
28, 1520530775.426980018, 1520530775.427112102
28, 1520530775.427079916, 1520530775.427227973
28, 1520530775.427191972, 1520530775.427351951
28, 1520530775.427315950, 1520530775.427467107
28, 1520530775.427437067, 1520530775.427643060
28, 1520530775.427537918, 1520530775.427701950
28, 1520530775.427628993, 1520530775.427791118
28, 1520530775.427767038, 1520530775.427913904
28, 1520530775.427875995, 1520530775.428031921
28, 1520530775.427994012, 1520530775.428165912
28, 1520530775.428109884, 1520530775.428329944
29, 1520530775.428241014, 1520530775.428411006
29, 1520530775.428366899, 1520530775.428581953
29, 1520530775.428492069, 1520530775.428639888
29, 1520530775.428631067, 1520530775.428819894
29, 1520530775.428721904, 1520530775.428878068
29, 1520530775.428860902, 1520530775.429044961
29, 1520530775.428955078, 1520530775.429102897
29, 1520530775.429075956, 1520530775.429291963
29, 1520530775.429195880, 1520530775.429465055
29, 1520530775.429276943, 1520530775.429527997
29, 1520530775.429373025, 1520530775.429570913
30, 1520530775.429483890, 1520530775.429610967
30, 1520530775.429582118, 1520530775.429799079
30, 1520530775.429717063, 1520530775.429941892
30, 1520530775.429790019, 1520530775.430075883
30, 1520530775.429912090, 1520530775.430134057
30, 1520530775.430018901, 1520530775.430176973
30, 1520530775.430140018, 1520530775.430293083
30, 1520530775.430188894, 1520530775.430422067
30, 1520530775.430300951, 1520530775.430480003
30, 1520530775.430389881, 1520530775.430687904
30, 1520530775.430494070, 1520530775.430747032
31, 1520530775.430597066, 1520530775.430789947
31, 1520530775.430695056, 1520530775.430877923
31, 1520530775.430810928, 1520530775.431010961
31, 1520530775.430919885, 1520530775.431051015
31, 1520530775.431020021, 1520530775.431302070
31, 1520530775.431128978, 1520530775.431341886
31, 1520530775.431211948, 1520530775.431380033
31, 1520530775.431301116, 1520530775.431483030
31, 1520530775.431446075, 1520530775.431581974
31, 1520530775.431575059, 1520530775.431696891
31, 1520530775.431672096, 1520530775.431828022
32, 1520530775.431796073, 1520530775.432009935
32, 1520530775.431915998, 1520530775.432171106
32, 1520530775.432065963, 1520530775.432219028
32, 1520530775.432184934, 1520530775.432387113
32, 1520530775.432291030, 1520530775.432517051
32, 1520530775.432429075, 1520530775.432609081
32, 1520530775.432538986, 1520530775.432679891
32, 1520530775.432636022, 1520530775.432885885
32, 1520530775.432737112, 1520530775.433010101
32, 1520530775.432873010, 1520530775.433104038
32, 1520530775.432957887, 1520530775.433228015
33, 1520530775.433065891, 1520530775.433274984
33, 1520530775.433130979, 1520530775.433377981
33, 1520530775.433310031, 1520530775.433482885
33, 1520530775.433460950, 1520530775.433628082
33, 1520530775.433593034, 1520530775.433845043
33, 1520530775.433737993, 1520530775.433917045
33, 1520530775.433881998, 1520530775.434056997
33, 1520530775.433994054, 1520530775.434185028
33, 1520530775.434161901, 1520530775.434317111
33, 1520530775.434299945, 1520530775.434454917
33, 1520530775.434417963, 1520530775.434595108
34, 1520530775.434603929, 1520530775.434772968
34, 1520530775.434675931, 1520530775.434833049
34, 1520530775.434801101, 1520530775.435003042
34, 1520530775.434926033, 1520530775.435147047
34, 1520530775.435058116, 1520530775.435288906
34, 1520530775.435187101, 1520530775.435421943
34, 1520530775.435297966, 1520530775.435520887
34, 1520530775.435426950, 1520530775.435604095
34, 1520530775.435569047, 1520530775.435760021
34, 1520530775.435672044, 1520530775.435847997
34, 1520530775.435842037, 1520530775.435971021
35, 1520530775.435950994, 1520530775.436113119
35, 1520530775.436080932, 1520530775.436224937
35, 1520530775.436188936, 1520530775.436323881
35, 1520530775.436299085, 1520530775.436460018
35, 1520530775.436378002, 1520530775.436513900
35, 1520530775.436479091, 1520530775.436741113
35, 1520530775.436583042, 1520530775.436780929
35, 1520530775.436655998, 1520530775.436829090
35, 1520530775.436755895, 1520530775.437001943
35, 1520530775.436877965, 1520530775.437092065
35, 1520530775.436975955, 1520530775.437131881
36, 1520530775.437102079, 1520530775.437206029
36, 1520530775.437175035, 1520530775.437341928
36, 1520530775.437335968, 1520530775.437458992
36, 1520530775.437429904, 1520530775.437625885
36, 1520530775.437541961, 1520530775.437714099
36, 1520530775.437627077, 1520530775.437788963
36, 1520530775.437711954, 1520530775.437922954
36, 1520530775.437833070, 1520530775.438004970
36, 1520530775.437911033, 1520530775.438044071
36, 1520530775.438050031, 1520530775.438158988
36, 1520530775.438131093, 1520530775.438277006
37, 1520530775.438276052, 1520530775.438446044
37, 1520530775.438359975, 1520530775.438484907
37, 1520530775.438469886, 1520530775.438632965
37, 1520530775.438541889, 1520530775.438683986
37, 1520530775.438652038, 1520530775.438864946
37, 1520530775.438759088, 1520530775.438930034
37, 1520530775.438860893, 1520530775.439018011
37, 1520530775.438986063, 1520530775.439157962
37, 1520530775.439093112, 1520530775.439233064
37, 1520530775.439197063, 1520530775.439412117
37, 1520530775.439282894, 1520530775.439450979
38, 1520530775.439413070, 1520530775.439596891
38, 1520530775.439517021, 1520530775.439709901
38, 1520530775.439630031, 1520530775.439783096
38, 1520530775.439753055, 1520530775.439918041
38, 1520530775.439850091, 1520530775.440098047
38, 1520530775.439975976, 1520530775.440145015
38, 1520530775.440061092, 1520530775.440272092
38, 1520530775.440177917, 1520530775.440363883
38, 1520530775.440269947, 1520530775.440406084
38, 1520530775.440363883, 1520530775.440553903
38, 1520530775.440476894, 1520530775.440660953
39, 1520530775.440573930, 1520530775.440762042
39, 1520530775.440682888, 1520530775.440879106
39, 1520530775.440795898, 1520530775.441042900
39, 1520530775.440900087, 1520530775.441082000
39, 1520530775.440972089, 1520530775.441186904
39, 1520530775.441107034, 1520530775.441304922
39, 1520530775.441225051, 1520530775.441344022
39, 1520530775.441312074, 1520530775.441509962
39, 1520530775.441425085, 1520530775.441663980
39, 1520530775.441541910, 1520530775.441742897
39, 1520530775.441627025, 1520530775.441817045
40, 1520530775.441757917, 1520530775.441915035
40, 1520530775.441869974, 1520530775.442070960
40, 1520530775.441958904, 1520530775.442176103
40, 1520530775.442135095, 1520530775.442289113
40, 1520530775.442254066, 1520530775.442452907
40, 1520530775.442343950, 1520530775.442570924
40, 1520530775.442467927, 1520530775.442692041
40, 1520530775.442583084, 1520530775.442831993
40, 1520530775.442712068, 1520530775.442894935
40, 1520530775.442823886, 1520530775.443041086
40, 1520530775.442929029, 1520530775.443149089
41, 1520530775.443044900, 1520530775.443278074
41, 1520530775.443139076, 1520530775.443322896
41, 1520530775.443278074, 1520530775.443470954
41, 1520530775.443370103, 1520530775.443532943
41, 1520530775.443463087, 1520530775.443648099
41, 1520530775.443557977, 1520530775.443773984
41, 1520530775.443679094, 1520530775.443912982
41, 1520530775.443810939, 1520530775.444037914
41, 1520530775.443895101, 1520530775.444098949
41, 1520530775.443994045, 1520530775.444165945
41, 1520530775.444061994, 1520530775.444233894
42, 1520530775.444194078, 1520530775.444391012
42, 1520530775.444329023, 1520530775.444540023
42, 1520530775.444433927, 1520530775.444618940
42, 1520530775.444586038, 1520530775.444772005
42, 1520530775.444688081, 1520530775.444869995
42, 1520530775.444827079, 1520530775.445019960
42, 1520530775.444915056, 1520530775.445168972
42, 1520530775.445067882, 1520530775.445230007
42, 1520530775.445202112, 1520530775.445386886
42, 1520530775.445280075, 1520530775.445501089
42, 1520530775.445410013, 1520530775.445631027
43, 1520530775.445508003, 1520530775.445777893
43, 1520530775.445650100, 1520530775.445843935
43, 1520530775.445754051, 1520530775.445980072
43, 1520530775.445861101, 1520530775.446083068
43, 1520530775.445997953, 1520530775.446157932
43, 1520530775.446109056, 1520530775.446299076
43, 1520530775.446278095, 1520530775.446428060
43, 1520530775.446335077, 1520530775.446620941
43, 1520530775.446474075, 1520530775.446691036
43, 1520530775.446542024, 1520530775.446758031
43, 1520530775.446674108, 1520530775.446835994
44, 1520530775.446798086, 1520530775.446960926
44, 1520530775.446928024, 1520530775.447146892
44, 1520530775.447026968, 1520530775.447206020
44, 1520530775.447146892, 1520530775.447312116
44, 1520530775.447266101, 1520530775.447457075
44, 1520530775.447355031, 1520530775.447580099
44, 1520530775.447459936, 1520530775.447642087
44, 1520530775.447592020, 1520530775.447809934
44, 1520530775.447706937, 1520530775.447885990
44, 1520530775.447838068, 1520530775.448079109
44, 1520530775.447937965, 1520530775.448195934
45, 1520530775.448101997, 1520530775.448303937
45, 1520530775.448179006, 1520530775.448376893
45, 1520530775.448278903, 1520530775.448503017
45, 1520530775.448434114, 1520530775.448640108
45, 1520530775.448544979, 1520530775.448735952
45, 1520530775.448688983, 1520530775.448913097
45, 1520530775.448806047, 1520530775.448990106
45, 1520530775.448939085, 1520530775.449146986
45, 1520530775.449050903, 1520530775.449250936
45, 1520530775.449209928, 1520530775.449379920
45, 1520530775.449311971, 1520530775.449569940
46, 1520530775.449448108, 1520530775.449646949
46, 1520530775.449551105, 1520530775.449805021
46, 1520530775.449700117, 1520530775.449904918
46, 1520530775.449815034, 1520530775.449981927
46, 1520530775.449950933, 1520530775.450167894
46, 1520530775.450032949, 1520530775.450228929
46, 1520530775.450133085, 1520530775.450304985
46, 1520530775.450227022, 1520530775.450417041
46, 1520530775.450366020, 1520530775.450572013
46, 1520530775.450460910, 1520530775.450658082
46, 1520530775.450558900, 1520530775.450795888
47, 1520530775.450690984, 1520530775.450867891
47, 1520530775.450826883, 1520530775.451004028
47, 1520530775.450912952, 1520530775.451100111
47, 1520530775.451057910, 1520530775.451222896
47, 1520530775.451174974, 1520530775.451349973
47, 1520530775.451256036, 1520530775.451442003
47, 1520530775.451361894, 1520530775.451517105
47, 1520530775.451488971, 1520530775.451705932
47, 1520530775.451598882, 1520530775.451749086
47, 1520530775.451767921, 1520530775.451930999
47, 1520530775.451832056, 1520530775.452019929
48, 1520530775.451941013, 1520530775.452083110
48, 1520530775.452071905, 1520530775.452214956
48, 1520530775.452174901, 1520530775.452325105
48, 1520530775.452328920, 1520530775.452465057
48, 1520530775.452425956, 1520530775.452529907
48, 1520530775.452532052, 1520530775.452718973
48, 1520530775.452605009, 1520530775.452780008
48, 1520530775.452699899, 1520530775.452877044
48, 1520530775.452856063, 1520530775.453037023
48, 1520530775.452946901, 1520530775.453113079
48, 1520530775.453073024, 1520530775.453205108
49, 1520530775.453193902, 1520530775.453346967
49, 1520530775.453347921, 1520530775.453468084
49, 1520530775.453439950, 1520530775.453617095
49, 1520530775.453538894, 1520530775.453682899
49, 1520530775.453692913, 1520530775.453819990
49, 1520530775.453804969, 1520530775.453946113
49, 1520530775.453902006, 1520530775.454055070
49, 1520530775.454010963, 1520530775.454190015
49, 1520530775.454191923, 1520530775.454371929
49, 1520530775.454253911, 1520530775.454437017
49, 1520530775.454334020, 1520530775.454497098
50, 1520530775.454483032, 1520530775.454621076
50, 1520530775.454600095, 1520530775.454752922
50, 1520530775.454706907, 1520530775.454904079
50, 1520530775.454819917, 1520530775.454982042
50, 1520530775.454966068, 1520530775.455115079
50, 1520530775.455121994, 1520530775.455239057
50, 1520530775.455209970, 1520530775.455352067
50, 1520530775.455354928, 1520530775.455524921
50, 1520530775.455430984, 1520530775.455588102
50, 1520530775.455555915, 1520530775.455750942
50, 1520530775.455643892, 1520530775.455816984
51, 1520530775.455817937, 1520530775.455975055
51, 1520530775.455903053, 1520530775.456041097
51, 1520530775.456013917, 1520530775.456159114
51, 1520530775.456135034, 1520530775.456309080
51, 1520530775.456268072, 1520530775.456428050
51, 1520530775.456381082, 1520530775.456518888
51, 1520530775.456521987, 1520530775.456661939
51, 1520530775.456645011, 1520530775.456783056
51, 1520530775.456792116, 1520530775.456906080
51, 1520530775.456878900, 1520530775.457029104
51, 1520530775.456995010, 1520530775.457099914
52, 1520530775.457108974, 1520530775.457252979
52, 1520530775.457263946, 1520530775.457370042
52, 1520530775.457334041, 1520530775.457504987
52, 1520530775.457495927, 1520530775.457636117
52, 1520530775.457626104, 1520530775.457762956
52, 1520530775.457730054, 1520530775.457825899
52, 1520530775.457827091, 1520530775.457978963
52, 1520530775.457916975, 1520530775.458070039
52, 1520530775.458055973, 1520530775.458188056
52, 1520530775.458164930, 1520530775.458303928
52, 1520530775.458302021, 1520530775.458455085
53, 1520530775.458434104, 1520530775.458544969
53, 1520530775.458519935, 1520530775.458664894
53, 1520530775.458641052, 1520530775.458791017
53, 1520530775.458775043, 1520530775.458899974
53, 1520530775.458889961, 1520530775.459002971
53, 1520530775.459022045, 1520530775.459157943
53, 1520530775.459119081, 1520530775.459260940
53, 1520530775.459283113, 1520530775.459398031
53, 1520530775.459372997, 1520530775.459512948
53, 1520530775.459490060, 1520530775.459640026
53, 1520530775.459623098, 1520530775.459753036
54, 1520530775.459768056, 1520530775.459909915
54, 1520530775.459880113, 1520530775.460031032
54, 1520530775.460058927, 1520530775.460212945
54, 1520530775.460107088, 1520530775.460272073
54, 1520530775.460228919, 1520530775.460463047
54, 1520530775.460371017, 1520530775.460520982
54, 1520530775.460459947, 1520530775.460685014
54, 1520530775.460558891, 1520530775.460742950
54, 1520530775.460705041, 1520530775.460922956
54, 1520530775.460793018, 1520530775.460978984
54, 1520530775.460871934, 1520530775.461019992
55, 1520530775.461023092, 1520530775.461155891
55, 1520530775.461102962, 1520530775.461203098
55, 1520530775.461209058, 1520530775.461329936
55, 1520530775.461323022, 1520530775.461502075
55, 1520530775.461410999, 1520530775.461540937
55, 1520530775.461491107, 1520530775.461577892
55, 1520530775.461622953, 1520530775.461730957
55, 1520530775.461743116, 1520530775.461889028
55, 1520530775.461801052, 1520530775.462052106
55, 1520530775.461930036, 1520530775.462105989
55, 1520530775.462065935, 1520530775.462258100
56, 1520530775.462141990, 1520530775.462342023
56, 1520530775.462240934, 1520530775.462480068
56, 1520530775.462354898, 1520530775.462551116
56, 1520530775.462450981, 1520530775.462616920
56, 1520530775.462548971, 1520530775.462747097
56, 1520530775.462672948, 1520530775.462886095
56, 1520530775.462794065, 1520530775.462960958
56, 1520530775.462923049, 1520530775.463109016
56, 1520530775.463010072, 1520530775.463234901
56, 1520530775.463126897, 1520530775.463277101
56, 1520530775.463243961, 1520530775.463428974
57, 1520530775.463325023, 1520530775.463507890
57, 1520530775.463426113, 1520530775.463618040
57, 1520530775.463525056, 1520530775.463691949
57, 1520530775.463604927, 1520530775.463789939
57, 1520530775.463753938, 1520530775.463957071
57, 1520530775.463851928, 1520530775.464003086
57, 1520530775.463974952, 1520530775.464144945
57, 1520530775.464055061, 1520530775.464210033
57, 1520530775.464164018, 1520530775.464322090
